transcriptid	foldchange.1	foldchange.2	DEstatus.1	DEstatus.2
SPAC27E2.10c.1	1	0.4665628286506	FALSE	TRUE
SPBC8D2.18c.1	1	0.593446394190647	FALSE	TRUE
SPNCRNA.963.1	1	1.34745989312281	FALSE	TRUE
SPAC17G8.10c.1	1	2.10334278031766	FALSE	TRUE
SPAC8E11.12.1	1	0.526629098440872	FALSE	TRUE
SPNCRNA.363.1	1	1	FALSE	FALSE
SPAC694.04c.1	1	2.10334278031766	FALSE	TRUE
SPBC902.02c.1	1	2.10334278031766	FALSE	TRUE
ENSRNA049631591-T1	1	1	FALSE	FALSE
SPAC11E3.06.1	1	0.466162508083432	FALSE	TRUE
SPCC16C4.05.1	1	0.638663840422314	FALSE	TRUE
ENSRNA049631250-T1	1	1	FALSE	FALSE
SPBP8B7.32.1	1	0.457385188165329	FALSE	TRUE
SPRRNA.06.1	1	1	FALSE	FALSE
SPAC3A11.07.1	1	1.04294097299566	FALSE	TRUE
SPNCRNA.1534.1	1	0.658835050712413	FALSE	TRUE
SPBC119.02.1	1	0.939229097924777	FALSE	TRUE
SPAC24B11.06c.1	1	0.428206985709792	FALSE	TRUE
SPAC24C9.03.1	1	2.10334278031766	FALSE	TRUE
SPNCRNA.1162.1	1	0.855699451921985	FALSE	TRUE
SPCC576.17c.1	1	8.39883251538069	FALSE	TRUE
SPBC428.12c.1	1	2.10334278031766	FALSE	TRUE
SPBC83.07.1	1	0.59021015759714	FALSE	TRUE
SPNCRNA.208.1	1	1	FALSE	FALSE
SPAPB1A10.09.1	1	2.10334278031766	FALSE	TRUE
SPNCRNA.1537.1	1	2.10334278031766	FALSE	TRUE
SPBC1718.03.1	1	1.0048644975834	FALSE	TRUE
SPAPB8E5.06c.1	1	0.666999976301337	FALSE	TRUE
SPAC4F8.02c.1	1	0.400568462665727	FALSE	TRUE
SPBP8B7.17c.1	1	11.2667541912107	FALSE	TRUE
SPBP23A10.02.1	1	1.02563776263677	FALSE	TRUE
SPNCRNA.955.1	1	4.32226565921568	FALSE	TRUE
SPBC947.14c.1	1	0.512073498831283	FALSE	TRUE
SPCC285.17.1	1	2.10334278031766	FALSE	TRUE
SPBC887.11.1	1	0.787404791065387	FALSE	TRUE
SPCC1259.14c.1	1	0.703555236973866	FALSE	TRUE
SPNCRNA.1298.1	1	0.924097260266013	FALSE	TRUE
SPBC17D1.05.1	1	1.19344288853981	FALSE	TRUE
SPBC543.09.1	1	0.878087341733135	FALSE	TRUE
SPMITTRNAARG.01.1	1	1	FALSE	FALSE
SPAP14E8.05c.1	1	2.10334278031766	FALSE	TRUE
