transcriptid	foldchange.1	foldchange.2	DEstatus.1	DEstatus.2
SPAC2F7.17.1	1	1.61246740010255	FALSE	TRUE
ENSRNA049633034-T1	1	1	FALSE	FALSE
SPAC27F1.09c.1	1	1.61246740010255	FALSE	TRUE
SPAC2E12.05.1	1	1.61246740010255	FALSE	TRUE
SPBC17D1.06.1	1	0.644914047165956	FALSE	TRUE
SPAC1B2.03c.1	1	1.61246740010255	FALSE	TRUE
SPBC1348.08c.1	1	0.498215381615774	FALSE	TRUE
SPBC1105.07c.1	1	4.03162425724679	FALSE	TRUE
SPCC1682.12c.1	1	1.61246740010255	FALSE	TRUE
SPRRNA.49.1	1	0.974445977894609	FALSE	TRUE
SPAC186.06.1	1	0.593373484910615	FALSE	TRUE
ENSRNA049626555-T1	1	1	FALSE	FALSE
SPNCRNA.214.1	1	0.815238398223231	FALSE	TRUE
SPAC6F12.08c.1	1	0.911848891689695	FALSE	TRUE
SPBC27B12.10c.1	1	0.649003784199898	FALSE	TRUE
SPBC29A3.21.1	1	0.590240447737236	FALSE	TRUE
SPBC14F5.10c.1	1	0.645807058090415	FALSE	TRUE
SPNCRNA.928.1	1	0.756822157536897	FALSE	TRUE
SPAPYUK71.03c.1	1	0.791079471854035	FALSE	TRUE
SPBC27.08c.1	1	4.05483428812228	FALSE	TRUE
SPNCRNA.335.1	1	0.915310068094915	FALSE	TRUE
ENSRNA049631827-T1	1	1	FALSE	FALSE
SPAC869.10c.1	1	0.484475935527719	FALSE	TRUE
SPAC1805.04.1	1	6.77548837182137	FALSE	TRUE
SPBC354.03.1	1	0.70489054292289	FALSE	TRUE
SPNCRNA.45.1	1	1	FALSE	FALSE
SPBC13G1.03c.1	1	0.913841868184719	FALSE	TRUE
SPBC1271.07c.1	1	0.357677007446739	FALSE	TRUE
SPNCRNA.854.1	1	0.454948652827907	FALSE	TRUE
SPNCRNA.1479.1	1	1.0329914700247	FALSE	TRUE
SPAC26F1.07.1	1	0.40372508995089	FALSE	TRUE
SPNCRNA.888.1	1	0.357370113168645	FALSE	TRUE
SPBC21.07c.1	1	0.489613310746119	FALSE	TRUE
SPNCRNA.333.1	1	1	FALSE	FALSE
ENSRNA049624797-T1	1	1	FALSE	FALSE
SPNCRNA.168.1	1	0.350641232664405	FALSE	TRUE
SPNCRNA.1225.1	1	0.799540776198519	FALSE	TRUE
SPNCRNA.672.1	1	0.505076990426749	FALSE	TRUE
SPAC3A11.02.1	1	0.720033042547017	FALSE	TRUE
SPCC830.04c.1	1	0.328272600840143	FALSE	TRUE
SPNCRNA.795.1	1	0.655997435806176	FALSE	TRUE
SPCC550.02c.1	1	0.403814656178979	FALSE	TRUE
SPBC646.05c.1	1	0.452467684887313	FALSE	TRUE
SPAC23D3.07.1	1	0.770350538692963	FALSE	TRUE
SPBC13E7.05.1	1	0.511336396387396	FALSE	TRUE
SPAC26F1.06.1	1	0.307084320065097	FALSE	TRUE
SPNCRNA.1287.1	1	0.301024732318122	FALSE	TRUE
SPCC1739.01.1	1	0.786275766385608	FALSE	TRUE
SPAC3A12.19.1	1	0.784674504509451	FALSE	TRUE
SPNCRNA.59.1	1	0.392566457093213	FALSE	TRUE
SPRRNA.39.1	1	1	FALSE	FALSE
SPBC365.13c.1	1	0.603641293353878	FALSE	TRUE
SPBC776.13.1	1	0.5393604382546	FALSE	TRUE
SPNCRNA.282.1	1	0.708432653320532	FALSE	TRUE
SPAC343.20.1	1	0.914918752027679	FALSE	TRUE
SPNCRNA.400.1	1	0.673160469247694	FALSE	TRUE
SPCC1450.01c.1	1	0.312482577709754	FALSE	TRUE
SPCC737.07c.1	1	0.322775099869976	FALSE	TRUE
SPCC11E10.09c.1	1	0.638527382742212	FALSE	TRUE
SPAC1F5.05c.1	1	0.809246958447272	FALSE	TRUE
SPAC23D3.16.1	1	0.320994783264078	FALSE	TRUE
SPAC869.01.1	1	0.448426680585002	FALSE	TRUE
SPBC119.11c.1	1	0.477238504634102	FALSE	TRUE
SPAC13G6.15c.1	1	0.463013077026161	FALSE	TRUE
SPNCRNA.148.1	1	1	FALSE	FALSE
SPAC3H8.03.1	1	0.754539071355215	FALSE	TRUE
SPBC543.05c.1	1	0.547811220845038	FALSE	TRUE
SPAC9.08c.1	1	0.326376446257745	FALSE	TRUE
