transcriptid	foldchange.1	foldchange.2	DEstatus.1	DEstatus.2
SPAC2F7.17.1	1	1.47600139961175	FALSE	TRUE
ENSRNA049633034-T1	1	1	FALSE	FALSE
SPAC27F1.09c.1	1	1.47600139961175	FALSE	TRUE
SPAC2E12.05.1	1	1.47600139961175	FALSE	TRUE
SPBC17D1.06.1	1	0.342215645166824	FALSE	TRUE
SPAC1B2.03c.1	1	1.47600139961175	FALSE	TRUE
SPBC1348.08c.1	1	0.402828447094019	FALSE	TRUE
SPBC1105.07c.1	1	0.95512890360417	FALSE	TRUE
SPCC1682.12c.1	1	1.47600139961175	FALSE	TRUE
SPRRNA.49.1	1	0.582875699072053	FALSE	TRUE
SPAC186.06.1	1	1.47600139961175	FALSE	TRUE
ENSRNA049626555-T1	1	1	FALSE	FALSE
SPNCRNA.214.1	1	1.47600139961175	FALSE	TRUE
SPAC6F12.08c.1	1	1.47600139961175	FALSE	TRUE
SPBC27B12.10c.1	1	0.214450016022547	FALSE	TRUE
SPBC29A3.21.1	1	1.47600139961175	FALSE	TRUE
SPBC14F5.10c.1	1	0.780851878225849	FALSE	TRUE
SPNCRNA.928.1	1	1.47600139961175	FALSE	TRUE
SPAPYUK71.03c.1	1	0.59033381771668	FALSE	TRUE
SPBC27.08c.1	1	0.45605052265008	FALSE	TRUE
SPNCRNA.335.1	1	1.47600139961175	FALSE	TRUE
ENSRNA049631827-T1	1	1	FALSE	FALSE
SPAC869.10c.1	1	0.891976871673194	FALSE	TRUE
SPAC1805.04.1	1	0.543155225441995	FALSE	TRUE
SPBC354.03.1	1	1.47600139961175	FALSE	TRUE
SPNCRNA.45.1	1	1	FALSE	FALSE
SPBC13G1.03c.1	1	0.746243314263718	FALSE	TRUE
SPBC1271.07c.1	1	1.47600139961175	FALSE	TRUE
SPNCRNA.854.1	1	1.47600139961175	FALSE	TRUE
SPNCRNA.1479.1	1	1.47600139961175	FALSE	TRUE
SPAC26F1.07.1	1	1.47600139961175	FALSE	TRUE
SPNCRNA.888.1	1	1.47600139961175	FALSE	TRUE
SPBC21.07c.1	1	0.834677488848962	FALSE	TRUE
SPNCRNA.333.1	1	1	FALSE	FALSE
ENSRNA049624797-T1	1	1	FALSE	FALSE
SPNCRNA.168.1	1	1.47600139961175	FALSE	TRUE
SPNCRNA.1225.1	1	1.47600139961175	FALSE	TRUE
SPNCRNA.672.1	1	0.594077432989621	FALSE	TRUE
SPAC3A11.02.1	1	1.47600139961175	FALSE	TRUE
SPCC830.04c.1	1	1.47600139961175	FALSE	TRUE
SPNCRNA.795.1	1	0.54028734280905	FALSE	TRUE
SPCC550.02c.1	1	0.591151251529163	FALSE	TRUE
SPBC646.05c.1	1	0.692770944523033	FALSE	TRUE
SPAC23D3.07.1	1	1.47600139961175	FALSE	TRUE
SPBC13E7.05.1	1	0.724129001049211	FALSE	TRUE
SPAC26F1.06.1	1	1.47600139961175	FALSE	TRUE
SPNCRNA.1287.1	1	0.586954723735902	FALSE	TRUE
SPCC1739.01.1	1	0.837845739703574	FALSE	TRUE
SPAC3A12.19.1	1	0.443473870461905	FALSE	TRUE
SPNCRNA.59.1	1	0.351266803036353	FALSE	TRUE
SPRRNA.39.1	1	1	FALSE	FALSE
SPBC365.13c.1	1	1.47600139961175	FALSE	TRUE
SPBC776.13.1	1	0.64523439535032	FALSE	TRUE
SPNCRNA.282.1	1	1.47600139961175	FALSE	TRUE
SPAC343.20.1	1	1.47600139961175	FALSE	TRUE
SPNCRNA.400.1	1	0.836501796178129	FALSE	TRUE
SPCC1450.01c.1	1	0.327406162485364	FALSE	TRUE
SPCC737.07c.1	1	1.47600139961175	FALSE	TRUE
SPCC11E10.09c.1	1	0.416445534516086	FALSE	TRUE
SPAC1F5.05c.1	1	1.47600139961175	FALSE	TRUE
SPAC23D3.16.1	1	1.47600139961175	FALSE	TRUE
SPAC869.01.1	1	1.47600139961175	FALSE	TRUE
SPBC119.11c.1	1	1.47600139961175	FALSE	TRUE
SPAC13G6.15c.1	1	1.47600139961175	FALSE	TRUE
SPNCRNA.148.1	1	1	FALSE	FALSE
SPAC3H8.03.1	1	1.47600139961175	FALSE	TRUE
SPBC543.05c.1	1	0.945567554076747	FALSE	TRUE
SPAC9.08c.1	1	1.47600139961175	FALSE	TRUE
SPBC2G2.10c.1	1	0.369557113395281	FALSE	TRUE
SPNCRNA.1080.1	1	1.47600139961175	FALSE	TRUE
SPAC222.16c.1	1	1.47600139961175	FALSE	TRUE
SPAC24C9.14.1	1	1.47600139961175	FALSE	TRUE
SPCC1235.12c.1	1	0.327125241219005	FALSE	TRUE
SPNCRNA.1351.1	1	1.47600139961175	FALSE	TRUE
SPAC27D7.14c.1	1	1.47600139961175	FALSE	TRUE
SPAC18G6.06.1	1	0.448176460425714	FALSE	TRUE
SPCC1020.05.1	1	1.47600139961175	FALSE	TRUE
SPRRNA.28.1	1	1	FALSE	FALSE
SPBC365.04c.1	1	0.320965837908621	FALSE	TRUE
SPBC106.17c.1	1	1.47600139961175	FALSE	TRUE
SPSNRNA.05.1	1	1	FALSE	FALSE
SPBC1709.14.1	1	0.731874210071238	FALSE	TRUE
ENSRNA049632115-T1	1	1	FALSE	FALSE
SPBC609.04.1	1	1.47600139961175	FALSE	TRUE
SPAC30D11.14c.1	1	1.47600139961175	FALSE	TRUE
SPBC16G5.07c.1	1	1.47600139961175	FALSE	TRUE
SPCC1235.03.1	1	0.462331421233173	FALSE	TRUE
SPAC17G6.12.1	1	0.659095358143992	FALSE	TRUE
SPNCRNA.735.1	1	1.47600139961175	FALSE	TRUE
SPSNORNA.48.1	1	0.300490303409188	FALSE	TRUE
SPBC16A3.06.1	1	0.600479199350049	FALSE	TRUE
SPAC2C4.09.1	1	1.47600139961175	FALSE	TRUE
SPAC227.17c.1	1	0.369639099473269	FALSE	TRUE
SPNCRNA.742.1	1	1.47600139961175	FALSE	TRUE
SPAC1751.01c.1	1	1.47600139961175	FALSE	TRUE
SPCC550.08.1	1	0.414174535330319	FALSE	TRUE
SPAC227.14.1	1	1.47600139961175	FALSE	TRUE
SPBC3H7.04.1	1	0.705154394581971	FALSE	TRUE
SPAC5D6.10c.1	1	1.47600139961175	FALSE	TRUE
SPAC27F1.04c.1	1	1.47600139961175	FALSE	TRUE
ERCC_00002	1	1.47600139961175	FALSE	TRUE
ERCC_00003	1	1.47600139961175	FALSE	TRUE
ERCC_00004	1	1.47600139961175	FALSE	TRUE
ERCC_00009	1	1.47600139961175	FALSE	TRUE
ERCC_00012	1	1.47600139961175	FALSE	TRUE
ERCC_00013	1	1.47600139961175	FALSE	TRUE
ERCC_00014	1	1.47600139961175	FALSE	TRUE
ERCC_00016	1	1.47600139961175	FALSE	TRUE
ERCC_00017	1	1.47600139961175	FALSE	TRUE
ERCC_00019	1	1.47600139961175	FALSE	TRUE
ERCC_00022	1	1.47600139961175	FALSE	TRUE
ERCC_00024	1	1.47600139961175	FALSE	TRUE
ERCC_00025	1	1.47600139961175	FALSE	TRUE
ERCC_00028	1	1.47600139961175	FALSE	TRUE
ERCC_00031	1	1.47600139961175	FALSE	TRUE
ERCC_00033	1	1.47600139961175	FALSE	TRUE
ERCC_00034	1	1.47600139961175	FALSE	TRUE
ERCC_00035	1	1.47600139961175	FALSE	TRUE
ERCC_00039	1	1.47600139961175	FALSE	TRUE
ERCC_00040	1	1.47600139961175	FALSE	TRUE
ERCC_00041	1	1.47600139961175	FALSE	TRUE
ERCC_00042	1	1.47600139961175	FALSE	TRUE
ERCC_00043	1	1.47600139961175	FALSE	TRUE
ERCC_00044	1	1.47600139961175	FALSE	TRUE
ERCC_00046	1	1.47600139961175	FALSE	TRUE
ERCC_00048	1	1.47600139961175	FALSE	TRUE
ERCC_00051	1	1.47600139961175	FALSE	TRUE
ERCC_00053	1	1.47600139961175	FALSE	TRUE
ERCC_00054	1	1.47600139961175	FALSE	TRUE
ERCC_00057	1	1.47600139961175	FALSE	TRUE
ERCC_00058	1	1.47600139961175	FALSE	TRUE
ERCC_00059	1	1.47600139961175	FALSE	TRUE
ERCC_00060	1	1.47600139961175	FALSE	TRUE
ERCC_00061	1	1.47600139961175	FALSE	TRUE
ERCC_00062	1	1.47600139961175	FALSE	TRUE
ERCC_00067	1	1.47600139961175	FALSE	TRUE
ERCC_00069	1	1.47600139961175	FALSE	TRUE
ERCC_00071	1	1.47600139961175	FALSE	TRUE
ERCC_00073	1	1.47600139961175	FALSE	TRUE
ERCC_00074	1	1.47600139961175	FALSE	TRUE
ERCC_00075	1	1.47600139961175	FALSE	TRUE
ERCC_00076	1	1.47600139961175	FALSE	TRUE
ERCC_00077	1	1.47600139961175	FALSE	TRUE
ERCC_00078	1	1.47600139961175	FALSE	TRUE
ERCC_00079	1	1.47600139961175	FALSE	TRUE
ERCC_00081	1	1.47600139961175	FALSE	TRUE
ERCC_00083	1	1.47600139961175	FALSE	TRUE
ERCC_00084	1	1.47600139961175	FALSE	TRUE
ERCC_00085	1	1.47600139961175	FALSE	TRUE
ERCC_00086	1	1.47600139961175	FALSE	TRUE
ERCC_00092	1	1.47600139961175	FALSE	TRUE
ERCC_00095	1	1.47600139961175	FALSE	TRUE
ERCC_00096	1	1.47600139961175	FALSE	TRUE
ERCC_00097	1	1.47600139961175	FALSE	TRUE
ERCC_00098	1	1.47600139961175	FALSE	TRUE
ERCC_00099	1	1.47600139961175	FALSE	TRUE
ERCC_00104	1	1.47600139961175	FALSE	TRUE
ERCC_00108	1	1.47600139961175	FALSE	TRUE
ERCC_00109	1	1.47600139961175	FALSE	TRUE
ERCC_00111	1	1.47600139961175	FALSE	TRUE
ERCC_00112	1	1.47600139961175	FALSE	TRUE
ERCC_00113	1	1.47600139961175	FALSE	TRUE
ERCC_00116	1	1.47600139961175	FALSE	TRUE
ERCC_00117	1	1.47600139961175	FALSE	TRUE
ERCC_00120	1	1.47600139961175	FALSE	TRUE
ERCC_00123	1	1.47600139961175	FALSE	TRUE
ERCC_00126	1	1.47600139961175	FALSE	TRUE
ERCC_00130	1	1.47600139961175	FALSE	TRUE
ERCC_00131	1	1.47600139961175	FALSE	TRUE
ERCC_00134	1	1.47600139961175	FALSE	TRUE
ERCC_00136	1	1.47600139961175	FALSE	TRUE
ERCC_00137	1	1.47600139961175	FALSE	TRUE
ERCC_00138	1	1.47600139961175	FALSE	TRUE
ERCC_00142	1	1.47600139961175	FALSE	TRUE
ERCC_00143	1	1.47600139961175	FALSE	TRUE
ERCC_00144	1	1.47600139961175	FALSE	TRUE
ERCC_00145	1	1.47600139961175	FALSE	TRUE
ERCC_00147	1	1.47600139961175	FALSE	TRUE
ERCC_00148	1	1.47600139961175	FALSE	TRUE
ERCC_00150	1	1.47600139961175	FALSE	TRUE
ERCC_00154	1	1.47600139961175	FALSE	TRUE
ERCC_00156	1	1.47600139961175	FALSE	TRUE
ERCC_00157	1	1.47600139961175	FALSE	TRUE
ERCC_00158	1	1.47600139961175	FALSE	TRUE
ERCC_00160	1	1.47600139961175	FALSE	TRUE
ERCC_00162	1	1.47600139961175	FALSE	TRUE
ERCC_00163	1	1.47600139961175	FALSE	TRUE
ERCC_00164	1	1.47600139961175	FALSE	TRUE
ERCC_00165	1	1.47600139961175	FALSE	TRUE
ERCC_00168	1	1.47600139961175	FALSE	TRUE
ERCC_00170	1	1.47600139961175	FALSE	TRUE
ERCC_00171	1	1.47600139961175	FALSE	TRUE
