transcriptid	foldchange.1	foldchange.2	DEstatus.1	DEstatus.2
SPAC27E2.10c.1	1	1	FALSE	FALSE
SPBC8D2.18c.1	1	1	FALSE	FALSE
SPNCRNA.963.1	1	1	FALSE	FALSE
SPAC17G8.10c.1	1	1	FALSE	FALSE
SPAC8E11.12.1	1	1	FALSE	FALSE
SPNCRNA.363.1	1	1	FALSE	FALSE
SPAC694.04c.1	1	1	FALSE	FALSE
SPBC902.02c.1	1	1	FALSE	FALSE
ENSRNA049631591-T1	1	1	FALSE	FALSE
SPAC11E3.06.1	1	1	FALSE	FALSE
SPCC16C4.05.1	1	1	FALSE	FALSE
ENSRNA049631250-T1	1	1	FALSE	FALSE
SPBP8B7.32.1	1	1	FALSE	FALSE
SPRRNA.06.1	1	1	FALSE	FALSE
SPAC3A11.07.1	1	1	FALSE	FALSE
SPNCRNA.1534.1	1	1	FALSE	FALSE
SPBC119.02.1	1	1	FALSE	FALSE
SPAC24B11.06c.1	1	1	FALSE	FALSE
SPAC24C9.03.1	1	1	FALSE	FALSE
SPNCRNA.1162.1	1	1	FALSE	FALSE
SPCC576.17c.1	1	1	FALSE	FALSE
SPBC428.12c.1	1	1	FALSE	FALSE
SPBC83.07.1	1	1	FALSE	FALSE
SPNCRNA.208.1	1	1	FALSE	FALSE
SPAPB1A10.09.1	1	1	FALSE	FALSE
SPNCRNA.1537.1	1	1	FALSE	FALSE
SPBC1718.03.1	1	1	FALSE	FALSE
SPAPB8E5.06c.1	1	1	FALSE	FALSE
SPAC4F8.02c.1	1	1	FALSE	FALSE
SPBP8B7.17c.1	1	1	FALSE	FALSE
SPBP23A10.02.1	1	1	FALSE	FALSE
SPNCRNA.955.1	1	1	FALSE	FALSE
SPBC947.14c.1	1	1	FALSE	FALSE
SPCC285.17.1	1	1	FALSE	FALSE
SPBC887.11.1	1	1	FALSE	FALSE
SPCC1259.14c.1	1	1	FALSE	FALSE
SPNCRNA.1298.1	1	1	FALSE	FALSE
SPBC17D1.05.1	1	1	FALSE	FALSE
SPBC543.09.1	1	1	FALSE	FALSE
SPMITTRNAARG.01.1	1	1	FALSE	FALSE
SPAP14E8.05c.1	1	1	FALSE	FALSE
SPCC306.06c.1	1	1	FALSE	FALSE
SPAC1952.17c.1	1	1	FALSE	FALSE
SPBC1289.02c.1	1	1	FALSE	FALSE
SPAC12B10.04.1	1	1	FALSE	FALSE
SPNCRNA.54.1	1	1	FALSE	FALSE
SPNCRNA.1271.1	1	1	FALSE	FALSE
SPAPB1E7.12.1	1	1	FALSE	FALSE
SPBC337.03.1	1	1	FALSE	FALSE
SPNCRNA.1168.1	1	1	FALSE	FALSE
SPNCRNA.1151.1	1	1	FALSE	FALSE
SPBTRNAPRO.07.1	1	1	FALSE	FALSE
SPBP4H10.17c.1	1	1	FALSE	FALSE
SPBC16A3.18.1	1	1	FALSE	FALSE
SPCC24B10.14c.1	1	1	FALSE	FALSE
SPBC1709.09.1	1	1	FALSE	FALSE
SPAC1B3.07c.1	1	1	FALSE	FALSE
SPAC1039.03.1	1	1	FALSE	FALSE
SPNCRNA.348.1	1	1	FALSE	FALSE
ENSRNA049632274-T1	1	1	FALSE	FALSE
SPAC105.02c.1	1	1	FALSE	FALSE
SPNCRNA.437.1	1	1	FALSE	FALSE
SPAC9.09.1	1	1	FALSE	FALSE
SPNCRNA.1220.1	1	1	FALSE	FALSE
SPBC4F6.07c.1	1	1	FALSE	FALSE
SPBC17D11.08.1	1	1	FALSE	FALSE
SPBC2D10.03c.1	1	1	FALSE	FALSE
SPCC126.12.1	1	1	FALSE	FALSE
SPBC11G11.07.1	1	1	FALSE	FALSE
SPCC126.06.1	1	1	FALSE	FALSE
SPCC970.04c.1	1	1	FALSE	FALSE
SPCC330.19c.1	1	1	FALSE	FALSE
SPAC167.08.1	1	1	FALSE	FALSE
SPBC25H2.13c.1	1	1	FALSE	FALSE
SPBC713.11c.1	1	1	FALSE	FALSE
SPCC1235.13.1	1	1	FALSE	FALSE
SPNCRNA.462.1	1	1	FALSE	FALSE
SPAPB24D3.01.1	1	1	FALSE	FALSE
SPBC9B6.04c.1	1	1	FALSE	FALSE
SPNCRNA.188.1	1	1	FALSE	FALSE
ENSRNA049628005-T1	1	1	FALSE	FALSE
SPCC306.10.1	1	1	FALSE	FALSE
SPAC25B8.16.1	1	1	FALSE	FALSE
SPCC794.02.1	1	1	FALSE	FALSE
SPAC1002.07c.1	1	1	FALSE	FALSE
SPAC56E4.05.1	1	1	FALSE	FALSE
SPAC3G9.15c.1	1	1	FALSE	FALSE
SPNCRNA.1070.1	1	1	FALSE	FALSE
SPBC19G7.10c.1	1	1	FALSE	FALSE
SPNCRNA.1071.1	1	1	FALSE	FALSE
SPBC1348.12.1	1	1	FALSE	FALSE
SPAC6C3.05.1	1	1	FALSE	FALSE
SPAC23H4.16c.1	1	1	FALSE	FALSE
SPBC336.06c.1	1	1	FALSE	FALSE
SPAC18B11.04.1	1	1	FALSE	FALSE
SPNCRNA.1637.1	1	1	FALSE	FALSE
SPBC29A3.11c.1	1	1	FALSE	FALSE
SPNCRNA.1123.1	1	1	FALSE	FALSE
SPNCRNA.1453.1	1	1	FALSE	FALSE
SPCC70.05c.1	1	1	FALSE	FALSE
ERCC_00002	1	1	FALSE	FALSE
ERCC_00003	1	1	FALSE	FALSE
ERCC_00004	1	1	FALSE	FALSE
ERCC_00009	1	1	FALSE	FALSE
ERCC_00012	1	1	FALSE	FALSE
ERCC_00013	1	1	FALSE	FALSE
ERCC_00014	1	1	FALSE	FALSE
ERCC_00016	1	1	FALSE	FALSE
